WORD,FREQ
tapajou,29.09
tapant,47.79
tapant,21.65
tape,53.21
tape,49.15
tapé,44.63
tapée,16.93
tapent,32.85
taper,49.52
tapera,19.61
taperai,17.05
tapes,34.30
tapes,40.48
tapez,43.93
tapi,37.69
tapie,32.85
tapies,23.65
tapies,33.36
tapioca,34.35
tapir,32.91
tapir,16.14
tapis,59.85
tapis,41.62
tapissait,36.64
tapisse,36.52
tapissé,33.15
tapissée,23.85
tapissées,22.65
tapissent,33.05
tapisser,39.64
tapisserie,44.71
tapisseries,39.61
tapissier,38.82
tapit,36.57
tapons,16.93
tapota,42.21
tapotait,33.34
tapotant,32.98
tapote,34.11
tapotée,21.57
tapoter,36.57
taquet,25.66
taquin,43.94
taquinait,33.15
taquinant,13.84
taquine,43.08
taquine,32.70
taquinent,32.98
taquiner,43.08
taquinerie,33.16
taquins,36.65
tarabiscotés,21.57
tarabiscotine,26.66
tarahumaras,28.22
tarascon,45.47
tarasconnais,19.62
tarasconnais,44.86
tarasconnaises,19.62
tarasque,21.90
tarata,24.26
taratata,39.96
tarbes,22.65
tard,63.57
tarda,46.59
tardait,40.44
tardâmes,23.81
tarde,40.39
tardé,39.62
tardent,33.01
tarder,49.00
tarderai,35.08
tarderaient,21.17
tarderait,19.77
tarderas,21.17
tardèrent,33.10
tarderez,18.18
tarderons,33.22
tardez,33.11
tardif,36.62
tardive,41.65
tardivement,23.76
tare,18.58
tarek,27.17
targette,22.40
targui,21.57
tarie,21.16
taries,20.70
taries,33.11
tarif,48.60
tarifé,21.16
tarifs,46.52
tarin,23.33
tarissent,24.17
tarit,19.40
tarn,25.79
tarot,34.37
tartanes,19.94
tartare,33.26
tartare,31.24
tartare,27.27
tartares,31.24
tartarin,48.63
tarte,57.24
tarte,39.62
tartelette,44.21
tartelettes,41.68
tartes,48.14
tartes,23.81
tartine,50.46
tartine,33.12
tartiner,18.88
tartines,48.75
tartinés,20.84
tartufe,24.92
tarzan,45.05
tas,58.78
tasmanie,22.65
tassa,34.85
tassant,21.90
tasse,54.39
tasse,33.18
tassé,20.70
tassé,33.32
tassée,33.18
tassées,24.26
tassées,21.90
tassent,33.42
tasser,40.42
tasses,46.98
tasses,21.17
tassés,19.94
tassez,38.76
tata,24.26
tâta,42.64
tâtait,38.90
tatami,22.62
tâtant,36.67
tatas,23.76
tatata,17.92
tatave,24.91
tâte,42.64
tâté,21.57
tâter,24.26
tatie,36.60
tâtonna,34.56
tâtonnant,21.65
tâtonnant,34.90
tâtonne,16.14
tâtonnements,33.35
tâtonner,21.91
tâtons,33.07
tatou,39.60
tatouage,18.38
tatouages,24.26
tatoué,38.74
tatoués,33.22
tatous,19.29
taudis,37.75
taupe,51.89
taupes,43.93
taupinière,34.70
taureau,53.52
taureaux,45.13
taurillon,20.94
tautavel,21.17
tautogramme,28.10
taux,33.41
taverne,40.20
tavernier,21.16
taxables,21.63
taxe,42.62
taxes,37.98
taxi,58.03
taxi-brousse,23.95
taxidermie,19.40
taximètre,27.40
taxis,44.60
tazieff,19.40
tchac,33.66
tchad,33.30
tchécoslovaquie,20.16
tchernobyl,30.66
te,69.48
té,24.66
té,22.41
technicien,42.78
techniciens,43.99
techniciens,34.75
technique,47.70
technique,47.10
techniques,45.66
techniques,44.91
technocrates,23.33
technologie,42.65
technologique,23.76
technologiques,17.92
teckel,36.81
tectoniques,25.66
teddy,16.92
tee-shirt,44.39
tee-shirts,21.57
tegumai,23.37
teignent,21.16
teigniez,22.78
teignons,19.77
teindre,38.64
téini,26.39
teint,40.46
teint,47.44
teint,34.20
teintait,21.91
teinte,46.00
teinté,34.68
teintée,33.02
teintées,21.17
teinter,33.17
teintes,41.74
teintes,33.09
teintés,19.29
teinture,34.57
teinturerie,15.42
teintures,23.76
teinturier,32.95
teisseire,21.91
tel,55.77
tel,45.60
tél,35.82
tél,43.16
télé,55.89
télécabine,23.33
télécarte,25.93
télécartes,28.15
téléchat,14.84
telecom,22.65
télécom,41.40
télécommande,38.65
télécommandées,20.87
télécommandés,19.94
télécommunications,40.39
télédiffusion,19.40
téléfilm,36.78
téléfilms,33.17
télégramme,49.82
télégrammes,41.79
télégraphe,37.66
télégraphié,21.91
télégraphique,38.86
télégraphiques,33.13
téléguidé,20.64
téléguidée,34.23
télékinésie,23.81
télélion,19.97
télématin,18.70
télématique,25.66
télématique,22.65
téléobjectif,23.76
télépathe,18.88
télépathie,30.80
téléphérique,45.15
téléphona,38.84
téléphonai,21.65
téléphonait,19.90
téléphonant,38.68
téléphone,60.05
téléphone,51.22
téléphoné,48.15
téléphoné,14.53
téléphonent,40.51
téléphoner,52.68
téléphoner,21.16
téléphonerai,41.75
téléphonerais,23.33
téléphonerait,20.70
téléphoneras,33.33
téléphonèrent,23.33
téléphones,36.70
téléphones,40.38
téléphonez,42.12
téléphonique,46.87
téléphoniques,40.39
téléphonons,23.33
téléportation,22.95
télérama,36.55
télescope,48.03
télescopées,21.57
télescopèrent,21.63
télescopes,38.25
téléscripteur,24.64
téléscripteurs,33.37
téléski,14.84
téléspectateur,20.64
téléspectateurs,26.82
télétel,42.31
télévisé,47.01
télévisé,37.64
télévisée,22.65
télévisées,19.94
télévisées,22.65
télévisés,16.92
téléviseur,42.75
téléviseurs,33.12
télévision,61.27
télex,21.17
telikjuak,33.07
telle,55.70
telle,41.08
tellement,61.05
telles,48.73
telluriques,17.92
tels,50.56
tels,36.72
téméraire,41.10
téméraires,23.76
téméraires,24.26
témérité,39.64
témoigna,33.12
témoignage,43.28
témoignages,41.65
témoignaient,23.33
témoignait,34.88
témoignant,21.65
témoigne,36.72
témoignent,37.71
témoigner,33.36
témoin,50.08
témoins,48.21
tempe,33.07
tempérament,39.63
température,55.65
températures,48.35
tempère,23.76
tempéré,26.34
tempéré,21.16
tempérées,18.88
tempérées,17.92
tempérer,20.82
tempes,41.14
tempêta,33.15
tempêtait,21.91
tempête,58.76
tempête,43.20
tempête,42.62
tempêté,21.65
tempêter,21.57
tempêtes,48.90
temple,34.56
temple,42.20
temples,33.30
templier,27.67
templiers,21.16
temporaire,33.05
temporaires,36.19
temporel,25.66
temps,70.44
tenable,21.63
tenace,40.41
tenaient,48.43
tenaillait,23.76
tenaille,36.72
tenailles,44.87
tenais,44.45
tenait,59.07
tenancier,22.78
tenant,55.92
tenant,40.48
tenant,18.88
tenante,21.65
tend,53.53
tendaient,33.06
tendais,23.33
tendait,44.00
tendance,43.95
tendant,44.94
tendent,43.10
tendez,36.71
tendineux,22.65
tendirent,38.87
tendit,53.48
tendons,27.42
tendrait,21.65
tendre,52.80
tendre,45.53
tendre,46.94
tendrement,46.41
tendres,48.93
tendres,32.91
tendresse,49.66
tends,40.43
tendu,49.68
tendu,43.55
tendue,46.01
tendue,44.66
tendues,40.39
tendus,42.65
tendus,42.23
ténèbres,45.34
ténébreuse,26.82
ténébreuses,36.76
ténébreux,21.90
ténéré,21.91
teneur,21.57
tenez,53.88
ténia,21.17
teniez,22.78
tenions,21.17
tenir,58.70
tenn,42.09
tennis,55.56
tenons,36.56
tenons,20.94
ténors,23.76
tensiomètre,26.77
tension,43.54
tenta,46.49
tentaculaires,23.33
tentacules,40.47
tentai,20.82
tentaient,34.49
tentais,23.33
tentait,46.62
tentant,33.25
tentant,36.78
tentantes,19.62
tentation,40.38
tentations,24.64
tentative,45.29
tentatives,38.90
tente,57.28
tente,49.38
tenté,36.66
tenté,47.59
tentée,33.21
tentent,34.63
tenter,51.25
tentera,33.41
tenterai,33.26
tenterait,21.90
tentèrent,33.36
tenteront,19.71
tentes,47.61
tentés,21.17
tentions,21.63
tentons,17.92
tenture,24.26
tenu,49.38
tenu,38.25
ténu,19.77
tenue,49.85
tenue,36.60
tenue,42.25
tenues,32.99
tenues,37.75
tenus,34.37
tepee,25.47
ter,32.88
terechkova,17.15
terence,23.81
terme,47.97
termes,49.76
termina,46.43
terminai,21.65
terminaient,33.06
terminaison,55.84
terminaisons,53.45
terminait,46.73
terminal,24.18
terminal,34.66
terminale,23.76
terminant,40.50
terminaux,17.92
termine,58.88
terminé,58.33
terminée,53.26
terminées,38.89
terminent,54.03
terminer,53.83
terminera,41.62
terminerai,24.26
terminerait,18.37
termineras,22.78
terminèrent,36.61
terminerons,20.84
termineront,33.09
termines,37.74
terminés,55.08
terminez,22.78
terminus,39.12
termites,33.25
terne,38.83
terni,21.91
terni,33.22
ternie,21.91
ternies,21.90
terraient,19.77
terrain,59.55
terrains,45.99
terrait,21.90
terrapin,29.67
terrassa,21.91
terrasse,48.58
terrasse,32.94
terrassé,23.33
terrassement,33.41
terrassements,20.94
terrasser,23.76
terrasses,38.83
terrassés,33.22
terrassier,32.97
terrassiers,23.76
terre,68.11
terre,17.15
terre,40.48
terreau,46.53
terreaux,21.16
terre-lune,26.34
terrent,22.78
terre-plein,20.70
terrer,38.88
terres,51.63
terrestre,50.85
terrestres,47.42
terreur,51.65
terreur,40.65
terreux,33.02
terribilis,41.52
terrible,59.56
terriblement,49.27
terribles,51.99
terrien,34.87
terrienne,23.81
terriens,33.20
terriens,45.43
terrier,52.70
terrier,32.89
terriers,43.90
terrifia,20.70
terrifiait,24.26
terrifiant,45.06
terrifiante,37.67
terrifiantes,23.47
terrifiants,36.75
terrifie,18.18
terrifié,39.61
terrifié,23.76
terrifiée,36.61
terrifier,33.30
terrifiés,33.34
terrifiés,20.84
terrine,46.05
terrines,33.01
territoire,51.10
territoires,34.33
territorialement,18.70
terroce,27.92
terroir,22.65
terrorisa,23.81
terrorisait,33.37
terrorise,33.27
terrorisé,36.69
terrorisé,20.64
terrorisée,21.57
terrorisée,24.17
terrorisées,20.64
terrorisées,21.57
terroriser,23.33
terrorisés,33.37
terrorisés,33.19
terroriste,23.33
tertio,33.27
tertre,36.72
tertres,21.91
tes,65.10
tessée,26.37
test,50.37
testament,31.24
teste,25.79
teste,33.33
testé,36.62
testée,22.65
tester,40.44
tests,42.09
têt,33.25
tetaclac,47.17
tétait,21.17
têtard,48.95
têtards,47.25
tète,45.62
tête,69.01
tété,19.40
tête-à-tête,33.28
tête-bêche,21.89
tétée,32.99
tètent,19.22
téter,40.37
têtes,55.22
têtière,22.65
tétine,35.15
tétines,16.14
tétons,23.81
tétras,27.42
têtu,49.86
têtue,40.42
têtues,32.83
têtus,36.57
teura,24.66
texas,36.83
texte,70.14
textes,58.80
texture,21.16
tf1,44.19
tgv,51.96
thaïlandais,14.84
thaïlandaise,17.85
thaïlande,43.74
thaïs,22.65
thalassothérapie,20.16
thé,57.28
théâtral,19.40
théâtrale,41.67
théâtralement,20.94
théâtrales,36.60
théâtre,59.28
théâtres,33.27
théier,37.35
théière,40.42
théiers,19.40
thème,49.88
thèmes,49.26
thénardier,45.98
théo,43.24
théodor,20.94
théodore,16.29
théophile gautier,21.63
théophraste,33.20
théorie,33.25
théories,24.92
théorique,23.76
théoriquement,22.65
thérapeutiques,21.65
thérèse,42.94
thermales,19.40
thermes,37.73
thermocouple,21.89
thermogène,21.57
thermomètre,49.79
thermomètres,18.88
thermostat,48.83
thesiger,26.82
theurot,29.03
thibault,34.75
thibaut,24.06
thierry,47.16
thimotich,20.94
thoiry,28.15
thomas,57.47
thompson,30.43
thomson,33.08
thon,51.19
thoracique,24.26
thorax,33.30
thornton,37.68
thym,50.34
ti,19.15
tiare,23.81
tibbo,31.17
tibert,38.21
tibet,34.39
tibia,36.68
tibias,22.65
tibre,34.44
tic,47.82
ticket,48.16
tickets,37.58
ticochon,31.66
tics,33.46
tic-tac,45.27
tictaquer,19.94
tiécelin,33.41
tiède,52.09
tièdes,37.66
tiédeur,36.61
tiédi,20.84
tiédie,21.90
tiédir,34.52
tien,49.17
tien,37.72
tiendra,41.65
tiendrai,41.72
tiendrait,38.91
tiendras,38.83
tiendrez,21.57
tiendrons,36.58
tiendront,34.63
tienne,46.34
tienne,32.92
tienne,43.16
tiennent,48.58
tiennes,39.73
tiens,58.50
tiens,54.10
tiens,43.94
tiens,21.90
tiens,38.80
tient,57.53
tiercé,40.38
tierces,21.65
tiers,35.41
tiers,38.87
tiers-monde,23.81
tige,52.63
tige-de-blé,22.23
tigelle,24.18
tigelles,19.40
tiges,48.99
tignasse,43.12
tigre,58.33
tigre,47.21
tigré,44.37
tigré,21.16
tigrée,33.50
tigrées,20.64
tigres,52.22
tigresse,40.03
tigresses,18.58
tilita,19.94
till,26.42
till eulenspiegel,24.66
tilleul,48.04
tilleuls,23.81
tilt,34.72
tim,41.59
timbale,37.53
timbales,38.79
timbre,52.24
timbre,18.37
timbré,17.05
timbrée,33.31
timbre-poste,41.09
timbrer,22.65
timbres,51.90
timbres,19.94
timbres-poste,21.99
times,23.81
timide,53.82
timidement,50.71
timides,45.98
timidité,42.24
tim-le-robot,15.06
timon,23.76
timothée,43.39
timothy,32.70
timpelbach,24.38
tina,44.55
tînmes,23.76
tinrent,40.42
tins,33.36
tint,49.67
tînt,36.71
tintait,33.27
tintamarre,45.57
tintant,33.13
tinte,38.83
tintement,42.78
tintements,33.46
tintent,36.69
tinter,41.72
tintèrent,21.65
tintin,49.91
tintin,42.80
tipi,37.59
tipis,19.22
tipiti,25.92
tippit,28.56
tir,52.84
tira,56.82
tirade,33.22
tirage,45.97
tirages,21.65
tirai,38.80
tiraient,47.73
tiraillant,23.76
tiraillement,33.15
tirais,20.94
tirait,52.76
tirâmes,21.91
tirant,52.74
tirant,33.11
tire,58.94
tiré,54.77
tiré,38.82
tire-bouchon,46.65
tire-bouchonna,20.82
tire-bouchons,34.36
tirée,47.98
tirée,20.70
tirées,20.94
tire-fesses,23.33
tire-laine,21.65
tire-laine,32.17
tirelire,50.61
tirelires,13.91
tirent,48.71
tirer,58.57
tirera,42.69
tirerai,36.49
tireraient,21.91
tirerais,22.41
tirerait,16.14
tireras,19.94
tirèrent,41.71
tirerons,33.30
tires,21.63
tirés,34.85
tirés,45.78
tiret,47.10
tirets,47.76
tireur,44.50
tireurs,34.66
tirez,46.76
tirions,36.80
tiroir,52.50
tiroirs,46.42
tirons,37.63
tirs,41.06
tisane,49.02
tisanes,38.13
tison,40.85
tisonnait,36.71
tisonnier,26.82
tisons,43.23
tissage,36.24
tissaient,19.94
tissait,19.77
tisse,37.54
tissé,19.62
tissé,21.17
tissée,33.00
tissées,21.17
tissées,17.15
tissent,38.20
tisser,46.70
tisserait,20.84
tisserand,43.25
tisserands,29.94
tisserin,24.06
tisserons,20.70
tisseront,23.76
tissés,19.61
tisseuses,23.71
tissu,56.97
tissus,47.08
tistet,35.27
tistou,51.91
tit,34.69
titanic,38.23
titi,34.75
titicaca,22.30
titien,22.65
titraient,22.65
titre,61.45
titre,42.34
titre,40.45
titrées,22.30
titres,57.50
tituba,36.42
titubant,40.45
titulaire,36.52
titulaire,21.90
titus,34.38
tlachtli,32.08
toast,35.67
toasts,40.10
tobie,23.15
toboggan,49.25
toboggans,39.65
toby,46.85
toc,50.35
toc,40.74
tocantes,18.18
toclé,26.95
toge,24.26
tohu-bohu,17.05
toi,69.14
toile,57.13
toilé,23.76
toiles,52.24
toilette,55.48
toilettes,40.40
toi-même,50.85
toinette,35.89
toinou,31.17
toisa,34.65
toise,18.88
toise,19.94
toises,33.30
toison,45.94
toisons,33.45
toit,60.71
toits,52.13
toiture,49.11
toitures,33.28
tokyo,33.11
tolbiac,17.92
tôle,48.54
tolède,30.28
tolérait,33.27
tolérance,36.74
tolérant,23.81
tolérants,20.70
toléré,32.96
tôles,42.64
tolets,23.95
tom,52.94
tomahawk,32.04
tomahawks,19.40
tomate,53.78
tomates,53.76
tomba,57.17
tombai,27.27
tombaient,49.25
tombais,21.17
tombait,53.18
tombale,21.90
tombant,50.37
tombante,42.19
tombât,21.17
tombe,61.87
tombe,49.27
tombé,57.54
tombé,42.13
tombeau,38.87
tombeaux,33.08
tombée,57.15
tombée,51.03
tombée,46.12
tombées,48.52
tombées,39.64
tombées,18.88
tombent,54.45
tomber,61.85
tombera,44.62
tomberaient,37.67
tomberait,36.63
tomberas,21.17
tombèrent,48.37
tomberez,33.22
tomberont,18.70
tombes,32.91
tombés,49.61
tombés,32.89
tombez,34.52
tombions,24.26
tombola,45.46
tombons,37.54
tombouctou,36.69
tomes,23.76
tomme,38.27
tommy,32.01
tomsk,30.28
ton,68.89
ton,58.58
tonalité,42.72
tonalités,21.90
tond,42.26
tondaient,24.26
tondait,21.17
tondent,20.87
tondeurs,22.78
tondeuse,47.99
tondre,46.53
tondu,39.94
tondu,10.96
tondue,18.98
tondue,21.90
tonga,22.65
tonique,36.73
toniques,19.77
tonitruant,24.91
tonkin,24.91
tonna,36.64
tonnage,33.01
tonnait,20.94
tonne,45.60
tonne,42.90
tonneau,49.52
tonneaux,47.31
tonnelet,37.67
tonnelier,34.86
tonneliers,34.96
tonner,23.33
tonnerre,56.88
tonnerre,33.05
tonnerres,36.74
tonnes,51.44
tons,39.65
tonsul,21.90
tonte,25.79
tonton,49.76
tontons,23.76
tonus,36.75
tony,40.84
top,53.51
topaze,34.81
topaze,40.20
topazes,23.33
topinambour,33.05
topinambours,28.64
topo,22.65
topographique,24.18
topographiques,22.41
toque,47.74
toqué,21.91
torbat,25.41
torche,46.55
torches,34.27
torchis,19.61
torchon,45.52
torchons,32.99
tord,45.56
tordait,42.66
tordant,43.16
torde,36.56
tordent,40.41
tordirent,33.07
tordit,33.12
tordre,47.14
tords,18.58
tordu,39.60
tordu,45.49
tordue,44.38
tordues,33.16
tordues,36.70
tordus,44.39
tordus,19.94
toréador,38.80
torero,32.75
tornade,37.64
tornades,23.81
torpédo,24.48
torpeur,47.15
torpille,20.84
torpilles,20.64
torréfiées,21.91
torrent,52.13
torrentiel,23.76
torrentielle,24.26
torrentielles,22.30
torrentiels,23.76
torrents,46.72
torreycadis,23.88
torride,33.01
torsade,21.65
torsadée,17.62
torse,49.13
torse,38.80
torses,23.81
torsion,22.65
tort,52.84
torticolis,35.05
tortilla,18.18
tortillait,33.30
tortillant,19.71
tortillas,26.40
tortille,42.16
tortiller,36.53
tortue,60.04
tortue,48.66
tortues,51.39
tortues,25.87
tortueuses,23.76
torturait,21.91
torture,42.15
torture,33.30
torturé,24.26
torturée,20.70
torturée,20.70
torturer,38.61
tortures,24.26
torve,24.91
tôt,59.19
total,54.65
total,46.43
total,26.51
totale,47.83
totalement,50.47
totalisa,24.66
totalisant,21.17
totalise,33.03
totalisées,21.17
totaliseraient,21.65
totalisez,22.65
totalité,37.76
totaux,33.05
totem,36.62
toto,46.99
totor,20.64
touareg,21.65
touaregs,40.43
toublan,25.47
toucan,23.33
toucha,49.28
touchaient,42.23
touchais,19.62
touchait,47.33
touchant,39.62
touchant,39.68
touchante,38.83
touchantes,21.65
touche,55.59
touche,51.40
touché,52.23
touché,43.49
touchée,17.62
touchée,38.86
touchent,45.41
toucher,55.76
toucher,47.13
toucherai,33.31
toucherais,33.36
toucherait,24.26
touchèrent,36.33
toucherons,23.33
touches,49.52
touches,36.68
touchez,43.16
touchiez,19.71
touchons,20.82
toue,20.84
toufdepoil,37.84
touffe,50.90
touffes,47.34
touffeur,23.81
touffu,47.10
touffue,41.04
touffues,20.64
touffus,38.88
touille,24.92
touille,32.75
touiller,32.98
toujours,68.59
toulon,40.40
toulousain,23.76
toulousaine,26.82
toulousains,23.33
toulouse,50.59
toulouse-lautrec,21.59
toundra,22.65
toupet,41.06
toupie,49.54
toupies,32.96
touquet,22.78
tour,66.07
touraine,33.25
tourbe,33.11
tourbières,34.29
tourbillon,46.25
tourbillonna,19.77
tourbillonnaient,23.33
tourbillonnant,36.56
tourbillonnant,21.91
tourbillonnante,26.82
tourbillonne,39.62
tourbillonnent,41.12
tourbillonner,42.77
tourbillons,48.85
tourcoing,33.28
tourelle,24.91
tourelles,21.38
tourisme,49.30
touriste,43.14
touristes,50.66
touristique,43.94
touristiques,33.18
tourmalet,20.84
tourment,41.72
tourmentait,36.82
tourmente,36.68
tourmente,38.33
tourmentée,22.78
tourmentent,19.71
tourmenter,36.64
tourmenteraient,19.71
tourmentés,17.92
tourmentez,23.81
tourna,55.84
tournadroite,16.29
tournagauche,16.29
tournage,49.00
tournai,41.66
tournaient,45.94
tournais,27.27
tournait,52.30
tournâmes,23.33
tournant,52.99
tournant,45.80
tournant,38.89
tournante,33.07
tourne,58.71
tourné,50.52
tourné,36.60
tourneboule,21.90
tourneboulé,18.18
tourneboulées,23.65
tournebouler,18.18
tourne-disques,19.71
tournedos,23.81
tournée,48.01
tournée,37.68
tournée,36.84
tournées,34.46
tournées,33.20
tournelabroche,21.17
tournemain,36.60
tournemeule,21.19
tournent,50.51
tourner,57.95
tournera,36.61
tournerait,23.81
tourneras,14.84
tournèrent,47.67
tournes,41.67
tournés,43.59
tournesol,44.99
tournesols,34.43
tournevis,48.91
tournez,48.45
tournicoter,24.26
tournier,34.64
tourniquet,22.78
tourniquets,21.16
tournoi,46.36
tournoie,32.87
tournoiement,23.76
tournois,42.70
tournons,33.16
tournoya,33.01
tournoyaient,23.81
tournoyait,38.75
tournoyant,20.70
tournoyant,23.81
tournoyer,42.25
tournure,40.44
tournures,20.70
tours,56.22
tours,38.78
tourte,34.99
tourteaux,22.41
tourterelle,50.09
tourterelles,34.71
tourtes,19.40
tous,70.34
tous,63.59
toussa,32.97
toussaint,41.66
toussaint,32.96
toussait,20.82
toussant,33.05
tousse,48.73
toussé,38.79
tousser,46.70
toussez,36.63
toussota,19.40
toussote,15.36
toussotent,16.93
tout,71.26
tout,69.14
tout,67.13
tout,63.15
tout-à-l'égout,21.57
toutatis,17.92
toute,68.28
toute,46.40
toutefois,51.48
toutes,67.63
toutes,53.54
touti,34.99
toutou,49.17
toutoukamon,18.70
toutouville,36.19
tout-petit,38.86
tout-petits,21.57
tout-terrain,20.94
toux,46.58
town,30.43
toxique,40.84
toxiques,38.78
trac,45.13
traça,42.56
traçaient,20.84
traçais,22.65
traçait,36.65
traçant,19.77
traçante,21.17
tracas,44.80
tracassais,21.17
tracasse,38.85
tracassé,19.71
tracasser,33.00
tracasserie,22.23
tracasseries,21.65
tracassez,21.90
tracassier,20.84
trace,53.03
trace,55.27
tracé,46.87
tracé,42.63
tracée,41.62
tracées,40.39
tracer,49.35
tracèrent,33.13
traces,54.53
traces,33.09
tracés,33.16
tracés,36.66
tracez,35.31
trachée,23.33
tracte,17.92
tractée,18.88
tracter,33.41
tracteur,51.43
tracteur,19.29
tracteurs,39.57
traction,36.53
tractosaures,21.92
tradition,47.18
traditionnel,46.85
traditionnelle,41.09
traditionnellement,36.66
traditionnelles,36.53
traditionnels,34.30
traditions,37.63
traducteur,24.26
traducteurs,21.63
traduction,40.37
traduira,32.97
traduire,41.05
traduis,43.63
traduisait,24.91
traduisant,33.41
traduit,46.26
traduite,21.91
traduites,19.40
traduits,38.77
trafic,43.98
trafiquant,28.64
trafiquants,27.27
trafiqué,20.70
trafiquer,23.81
tragédie,34.73
tragique,21.57
tragiques,40.40
trahi,24.26
trahi,33.11
trahie,20.82
trahies,19.71
trahir,41.78
trahirait,24.26
trahison,42.59
trahit,36.58
trahît,24.26
train,64.67
traîna,44.88
traînai,38.91
traînaient,45.59
traînait,45.61
traînant,45.36
traînant,36.76
traînante,36.71
traînard,19.94
traînards,23.33
traîne,45.44
traîne,48.87
traîné,45.58
traîneau,54.57
traîneaux,46.35
traînée,41.77
traînées,33.00
traînent,45.88
traîner,51.05
traînera,32.96
traînèrent,33.20
traînes,21.57
traînons,24.26
trains,52.04
train-train,21.65
traire,43.93
trait,56.73
traitaient,37.82
traitait,40.44
traitant,19.90
traitant,21.57
trait-d'union,23.33
traite,46.73
traite,37.79
traité,43.46
traité,36.70
traitée,33.01
traitée,23.76
traitées,33.02
traitement,48.54
traitements,38.90
traitent,40.42
traiter,45.68
traiterons,22.65
traites,20.94
traités,40.10
traités,36.60
traités,40.42
traitiez,21.91
traître,45.92
traître,38.84
traîtres,19.22
traîtresse,21.63
traîtrise,19.77
traits,53.60
traits,21.17
trajectoire,43.13
trajectoires,23.81
trajet,52.56
trajets,33.01
tralala,39.83
tra-la-la,21.16
tramail,21.63
tramails,25.66
tramant,33.03
trame,33.14
trament,21.65
tramer,27.27
tramontane,41.52
trampoline,35.41
tramway,33.42
trancha,40.44
tranchai,21.91
tranchait,36.68
tranchant,18.58
tranchant,20.94
tranchant,33.28
tranchante,38.82
tranchantes,32.99
tranchants,33.23
tranche,50.46
tranche,24.17
tranché,24.26
tranché,24.26
tranchée,24.26
tranchée,35.50
tranchée,20.70
tranchées,23.33
tranchées,21.91
tranche-la-montagne,31.17
trancher,39.65
trancheras,24.26
tranches,52.91
trancheurs,23.81
tranchoirs,20.16
tranquille,58.16
tranquille,18.98
tranquillement,57.25
tranquilles,50.02
tranquillisa,24.26
tranquilliser,21.91
tranquillisez,24.58
tranquillité,49.77
transandin,21.90
transantarctica,25.66
transat,34.33
transatlantique,34.75
transcrire,40.47
transcris,37.79
transcrit,21.17
transcrites,33.32
transcrivait,33.32
trans-en-provence,18.70
transférer,39.72
transfert,38.84
transferts,22.65
transfigure,21.65
transforma,43.94
transformable,34.72
transformables,19.94
transformaient,20.82
transformait,37.78
transformant,44.42
transformante,22.65
transformateur,23.33
transformation,49.57
transformations,45.36
transforme,59.28
transformé,51.32
transformé,40.38
transformée,20.64
transformée,46.88
transformées,38.85
transforment,45.01
transformer,54.02
transformera,33.07
transformerais,32.93
transformèrent,36.55
transformerez,22.65
transformeront,18.70
transformes,22.65
transformés,45.03
transformez,32.91
transformons,34.33
transhumance,24.17
transi,32.96
transie,21.71
transies,22.78
transir,19.77
transis,33.16
transistor,40.94
transistors,32.99
transitaient,18.58
transitif,23.76
transition,39.71
transitoire,21.90
translucide,33.11
translucides,33.13
transmet,40.47
transmets,23.33
transmettait,23.81
transmettant,22.78
transmette,19.94
transmettent,36.62
transmetteur,35.67
transmettra,23.81
transmettrai,21.63
transmettre,43.61
transmis,42.76
transmis,24.18
transmise,33.21
transmissible,33.14
transmission,40.46
transmissions,20.87
transparaissait,21.90
transparence,33.07
transparent,49.33
transparent,41.23
transparente,46.11
transparentes,43.49
transparents,33.10
transperça,33.08
transperçaient,20.94
transperçait,33.11
transperce,32.88
transpercé,21.16
transpercer,36.71
transpercera,24.26
transpiraient,21.90
transpirait,36.79
transpirant,22.78
transpiration,41.63
transpire,38.63
transpiré,33.20
transpirer,39.70
transpirez,24.26
transplanté,36.70
transplanter,33.42
transplantés,19.40
transport,53.73
transportable,33.32
transportaient,32.96
transportais,21.91
transportait,42.64
transportant,39.73
transportât,18.18
transporte,52.38
transporté,48.89
transportée,21.91
transportées,40.29
transportent,45.36
transporter,53.32
transportera,17.62
transporteront,20.84
transportés,36.71
transporteur,38.64
transporteur,23.33
transporteurs,19.29
transportez,24.64
transportons,17.62
transports,48.40
transposant,23.81
transpose,26.77
transvasement,23.33
transvaser,23.33
transversale,33.31
trapèze,48.14
trapèzes,22.65
trapéziste,46.94
trapézistes,41.69
trappe,47.80
trappes,35.55
trappeur,45.02
trappeurs,39.87
trapu,43.97
trapue,33.10
trapues,17.62
trapus,22.78
traque,33.37
traqué,19.40
traquent,21.90
traqués,34.70
travail,64.11
travailla,22.65
travaillaient,44.67
travaillais,33.30
travaillait,50.90
travaillant,46.36
travaille,57.55
travaillé,53.15
travaillé,36.52
travaillée,22.78
travaillées,21.63
travaillées,33.06
travaillent,52.01
travailler,58.32
travaillera,33.00
travailleraient,21.63
travailleras,19.29
travaillèrent,38.81
travailleront,20.64
travailles,43.63
travailleur,44.19
travailleur,42.14
travailleurs,42.70
travailleurs,32.99
travailleuse,39.57
travailleuse,22.30
travaillez,39.71
travailliez,23.81
travaillions,33.45
travaillons,37.65
travaux,55.13
travée,24.91
travelling,24.66
travers,62.24
traversa,53.15
traversai,19.40
traversaient,43.13
traversais,33.10
traversait,50.35
